id,Source,Target,Date
4681,Abraham Gark,James Madison,1786-11-23
4682,Samuel Meredith,Thomas FitzSimons,1786-11-26
4683,William Samuel Johnson,Samuel Huntington,1786-11-28
4684,Charles Thomson, Reverend John Ettwein,1786-12-04
4685,William Blount,Richard Caswell,1786-12-07
4686,Edward Carrington,Edmund Randolph,1786-12-08
4687,William Blount,Richard Caswell,1786-12-13
4688,Charles Thomson,Richard Caswell,1786-12-14
4689,Timothy Bloodworth, North Carolina Assembly,1786-12-16
4690,Edward Carrington,James Madison,1786-12-18
4691,Henry Lee,James Madison,1786-12-20
4692, Virginia Delegates,Edmund Randolph,1786-12-24
4693,David Ross, Governor of Maryland,1786-12-27
4694,Edward Carrington,James Madison,1786-12-27
4695,William Blount,Richard Caswell,1786-12-30
4696,Rufus King,Elbridge Gerry,1787-01-07
4697,William Blount,John Gray Blount,1787-01-07
4698,William Blount,John Gray Blount,1787-01-10
4699, Connecticut Delegates,Samuel Huntington,1787-01-12
4700,William Blount,Richard Caswell,1787-01-12
4701,William Pierce,William Washington,1787-01-14
4702,James Manning,Hezekiah Smith,1787-01-18
4703,Stephen Mix Mitchell,Jeremiah Wadsworth,1787-01-24
4704,William Blount,Richard Caswell,1787-01-28
4705, Georgia Delegates,Edward Telfair,1787-01-29
4706,Charles Thomson,Certain States,1787-02-02
4707,Charles Thomson,Benjamin Franklin,1787-02-08
4708,Charles Thomson, Board of Treasury,1787-02-08
4709,Rufus King,John Adams,1787-02-09
4710,Nathaniel Mitchell,Thomas Collins,1787-02-10
4711,Nathaniel Mitchell,Gunning Bedford sr.,1787-02-10
4712,William Blount,Richard Caswell,1787-02-10
4713,Rufus King,Elbridge Gerry,1787-02-11
4714,James Madison,Thomas Jefferson,1787-02-11
4715, Virginia Delegates,Edmund Randolph,1787-02-12
4716,Charles Thomson,Edmund Randolph,1787-02-16
4717,Rufus King,Elbridge Gerry,1787-02-18
4718,James Madison,Edmund Randolph,1787-02-18
4719, Virginia Delegates,Edmund Randolph,1787-02-19
4720,Stephen Mix Mitchell, Committee of Pay-Table,1787-02-20
4721, Massachusetts Delegates,James Bowdoin,1787-02-21
4722,James Mitchel Varnum,Benjamin Bourne,1787-02-21
4723,James Madison,George Washington,1787-02-21
4724,Abraham Clark,James Mott,1787-02-24
4725,James Madison,Edmund Pendleton,1787-02-24
4726, North Carolina Delegates, Board of Treasury,1787-02-24
4727,James Madison,James Monroe,1787-02-25
4728, Virginia Delegates,Edmund Randolph,1787-02-26
4729, North Carolina Delegates, Board of Treasury,1787-03-01
4730, Virginia Delegates,Edmund Randolph,1787-03-05
4731,William Irvine,James Wilson,1787-03-06
4732,Benjamin Hawkins,Thomas Jefferson,1787-03-08
4733,Arthur St. Clair,Thomas FitzSimons,1787-03-10
4734,Rufus King,James Madison,1787-03-11
4735,Rufus King,William Grayson,1787-03-11
4736,James Madison,Rufus King,1787-03-11
4737,William Grayson,Rufus King,1787-03-11
4738,James Madison,Edmund Randolph,1787-03-11
4739,Nathan Dane,Thomas Dwight,1787-03-12
4740,James Mitchel Varnum,Henry Knox,1787-03-13
4741,William Blount,Richard Caswell,1787-03-14
4742,William Blount,John Gray Blount,1787-03-14
4743,James Madison,Edmund Randolph,1787-03-19
4744,James Madison,Thomas Jefferson,1787-03-19
4745, North Carolina Delegates,Richard Caswell,1787-03-19
4746,Rufus King,Elbridge Gerry,1787-03-25
4747,James Madison,Edmund Randolph,1787-03-25
4748, Massachusetts Delegates,James Bowdoin,1787-03-27
4749,Charles Thomson,John Sullivan,1787-03-31
4750,Charles Thomson,Samuel Huntington,1787-03-31
4751,William Samuel Johnson,Hugh Williamson,1787-03-31
4752,Edward Carrington,Edmund Randolph,1787-04-02
4753,James Madison,Edmund Randolph,1787-04-02
4754,Thomas Polk,Richard Caswell,1787-04-03
4755,James Mitchel Varnum,John Collins,1787-04-04
4756,William Irvine, President of Congress (Arthur St. Clair),1787-04-04
4757,Rufus King,ophilus Parsons,1787-04-08
4758,Rufus King,Elbridge Gerry,1787-04-09
4759,John Armstrong jr.,Benjamin Franklin,1787-04-10
4760,Rufus King,Elbridge Gerry,1787-04-11
4761,Rufus King,Jeremiah Wadsworth,1787-04-11
4762,William Samuel Johnson,Samuel William Johnson,1787-04-12
4763,Edward Carrington,Edmund Randolph,1787-04-12
4764,Charles Thomson, Several States,1787-04-13
4765,Edward Carrington,Edmund Randolph,1787-04-13
4766,James Madison,Edmund Randolph,1787-04-15
4767,James Madison,George Washington,1787-04-16
4768,Edward Carrington,Edmund Randolph,1787-04-16
4769,William Grayson,William Short,1787-04-16
4770, North Carolina Delegates,Richard Caswell,1787-04-18
4771,William Blount,Thomas Blount,1787-04-18
4772,William Blount,John Gray Blount,1787-04-18
4773,James Madison,James Monroe,1787-04-19
4774, Massachusetts Delegates,James Bowdoin,1787-04-22
4775,James Madison,Edmund Pendleton,1787-04-22
4776,James Madison,Edmund Randolph,1787-04-22
4777,James Madison,Thomas Jefferson,1787-04-23
4778, Rhode Island Delegates,John Collins,1787-04-24
4779,Edward Carrington,Thomas Jefferson,1787-04-24
4780,Charles Thomson,Edmund Randolph,1787-04-30
4781,William Grayson,James Monroe,1787-04-30
4782,James Madison,William Irvine,1787-05-05
4783,Thomas Rodney,Thomas Collins,1787-05-06
4784,Henry Lee jr.,Edmund Randolph,1787-05-07
4785,William Samuel Johnson,Samuel Huntington,1787-05-09
4786,Roger Alden,William Samuel Johnson,1787-05-13
4787,Henry Lee jr.,Edmund Randolph,1787-05-15
4788,Arthur St. Clair,Charles Thomson,1787-05-18
4789,Robert Burton,Richard Caswrll,1787-05-22
4790,William Blount,John Cray Blount,1787-05-22
4791,William Grayson,James Madison,1787-05-24
4792,William Blount,Richard Caswell,1787-05-28
4793,William Blount,John Gray Blount,1787-05-30
4794,Charles Pinckney,Charles Thomson,1787-05-30
4795,Nathan Dane,Rufus King,1787-05-31
4796,Charles Thomson,Alexander Contee Hanson,1787-06-01
4797,James White,Richard Caswell,1787-06-01
4798,Nathan Dane,Nathaniel Gorham,1787-06-06
4799,Charles Thomson,Benjamin Walker,1787-06-07
4800,Charles Thomson, Board of Treasury,1787-06-07
4801,Henry Lee jr.,Beverley Randolph,1787-06-08
4802,Nathan Dane,Stephen Higginson,1787-06-09
4803,Edward Carrington,Thomas Jefferson,1787-06-09
4804,Benjamin Hawkins,Thomas Jefferson,1787-06-09
4805,William Blount,Joseph Clay,1787-06-11
4806,Nathan Dane,Caleb Davis,1787-06-12
4807,William Grayson,Beverley Randolph,1787-06-12
4808,William Blount,John Gray Blount,1787-06-15
4809,Nathaniel Gorham,ophilus Parsons,1787-06-18
4810,Nathan Dane,Rufus King,1787-06-19
4811,John Armstrong jr.,to William Irvine,1787-06-20
4812,William Grayson,William Irvine,1787-06-20
4813,William Blount,John Gray Blount,1787-06-21
4814,Nathan Dane,Nathaniel Gorham,1787-06-22
4815,Charles Thomson,William Bingham,1787-06-25
4816,William Grayson,Beverley Randolph,1787-06-25
4817,William Grayson,Beverley Randolph,1787-06-27
4818,Henry Lee jr.,unknown,1787-06-28
4819,Charles Thomson, Several States,1787-07-02
4820,John Kean,John Jay,1787-07-03
4821,Nathan Dane,Rufus King,1787-07-05
4822,William Grayson,Beverley Randolph,1787-07-07
4823,Charles Thomson,William Bingham,1787-07-08
4824,William Blount,Richard Caswell,1787-07-10
4825,Benjamin Hawkins,Richard Caswell,1787-07-10
4826,Richard Henry Lee,Francis Lightfoot Lee,1787-07-14
4827,Richard Henry Lee,George Washington,1787-07-15
4828,Nathan Dane,Rufus King,1787-07-16
4829,Edward Carrington,Beverley Randolph,1787-07-17
4830,William Blount,John Gray Blount,1787-07-19
4831, Virginia Delegates,Beverley Randolph,1787-07-22
4832,Richard Henry Lee,Thomas Lee Shippen,1787-07-22
4833,Charles Thomson,Beverley Randolph,1787-07-23
4834,Charles Thomson,Charles Pinckney,1787-07-23
4835,Edward Carrington,James Madison,1787-07-25
4836,William Pierce,William Short,1787-07-25
4837,Richard Henry Lee,William Lee,1787-07-30
4838,Pierce Butler,Weedon Butler,1787-08-01
4839,Charles Thomson,Samuel Huntington,1787-08-06
4840,Edward Carrington,James Monroe,1787-08-07
4841,William Grayson,James Monroe,1787-08-08
4842,Arthur St. Clair,Horatio Gates,1787-08-09
4843,Arthur St. Clair,Jeremiah Wadsworth,1787-08-09
4844,Charles Thomson, Several States,1787-08-10
4845,Edward Carrington,James Madison,1787-08-11
4846,Nathan Dane,Rufus King,1787-08-12
4847,Arthur St. Clair,Certain States,1787-08-13
4848,Benjamin Hawkins,Richard Caswell,1787-08-14
4849,John Baptiste Ashe,Richard Caswell,1787-08-16
4850,William Blount,Richard Caswell,1787-08-20
4851,Richard Henry Lee,Richard Lee ,1787-08-22
4852,Abraham Yates jr.,Jeremiah van Rensselaer,1787-08-29
4853,Abraham Yates jr.,Henry Acthandt,1787-08-29
4854,William Grayson,James Madison,1787-08-31
4855,Richard Henry Lee,John Adams,1787-09-05
4856,William Harrison,William Smallwood,1787-09-07
4857,Richard Henry Lee,Richard Lee,1787-09-13
4858,Jonathan Sturges,Samuel Huntington,1787-09-17
4859,Benjamin Hawkins,Richard Caswell,1787-09-17
4860,Stephen Mix Mitchell,William Samuel Johnson,1787-09-18
4861,Roger Alden,Statement,1787-09-21
4862,William Bingham,Thomas FitzSimons,1787-09-21
4863,Edward Carrington,James Madison,1787-09-23
4864,Charles Thomson,Walter Livingston,1787-09-26
4865,Richard Henry Lee,Proposed Amendments to Constitution,1787-09-27
4866,Charles Thomson, Several States,1787-09-28
4867,James Madison,George Washington,1787-09-30
4868,Richard Henry Lee,George Mason,1787-10-01
4869,Richard Henry Lee,William Shippen jr.,1787-10-02
4870,Richard Henry Lee,Samuel Adams,1787-10-05
4871,Nathaniel Ramsey,William Smallwood,1787-10-06
4872,James Madison,Edmund Randolph,1787-10-07
4873,Lambert Cadwalader,George Mitchell,1787-10-08
4874,Richard Henry Lee,George Washington,1787-10-11
4875,James Madison,George Washington,1787-10-14
4876,Richard Henry Lee,Edmund Randolph,1787-10-16
4877,Charles Thomson, Several States,1787-10-18
4878,William Grayson,James Monroe,1787-10-22
4879,Edward Carrington,Thomas Jefferson,1787-10-23
4880,James Madison,Thomas Jefferson,1787-10-24
4881,James Madison,William Short,1787-10-24
4882,Charles Thomson, Governor of North Carolina,1787-10-25
4883,Charles Thomson, Governor of Georgia,1787-10-25
4884,Edward Carrington,William Short,1787-10-25
4885,James White,William Blount,1787-10-25
4886,Charles Thomson,George Washington,1787-10-27
4887,Charles Thomson, Governor of North Carolina,1787-10-27
4888,Charles Thomson, Governor of South Carolina,1787-10-27
4889,Charles Thomson, Governor of Georgia,1787-10-27
4890,Rufus King,John Adams,1787-10-27
4891,Richard Henry Lee,Samuel Adams,1787-10-27
4892,Nicholas Gilman,John Sullivan,1787-10-31
4893, Virginia Delegates,Edmund Randolph,1787-11-03
4894,Nicholas Gilman,John Sullivan,1787-11-07
4895,Edward Carrington,Thomas Jefferson,1787-11-10
4896,William Grayson,William Short,1787-11-10
4897,Edward Carrington,William Short,1787-11-11
4898,James White,Richard Caswell,1787-11-13
4899,James White,James Hogg,1787-11-17
4900,James Madison,George Washington,1787-11-18
4901,Nicholas Gilman,William Irvine,1787-11-20
4902,Samuel Alleyne Otis,James Warren,1787-11-27
4903,Charles Thomson, Several States,1787-11-28
4904,William Samuel Johnson,Samuel William Johnson,1787-11-29
4905,Dyre Kearny,Charles Thomson,1787-12-01
4906,James Madison,Thomas Jefferson,1787-12-09
4907,Charles Thomson,Alexander Contee Hanson,1787-12-10
4908, Virginia Delegates,Edmund Randolph,1787-12-11
4909,James Madison,Horatio Gates,1787-12-11
4910, North Carolina Delegates, North Carolina General Assembly,1787-12-15
4911,James Madison,Thomas Jefferson,1787-12-20
4912,Edward Carrington,Timothy Pickering,1787-12-22
4913,Charles Thomson,Samuel Huntington,1787-12-27
4914,Charles Pettit,William Irvine,1787-12-29
4915,James Randolph Reid,George Ross,1787-01-04
4916,James Madison,Edmund Randolph,1787-01-10
4917,James Madison,George Washington,1787-01-20
4918,James White,Charles Thomson,1787-01-22
4919,Charles Thomson, Several States,1787-01-23
4920,James Madison,Edmund Randolph,1787-01-27
4921,Charles Thomson,Thomas FitzSimons,1787-02-03
4922,Samuel Alleyne Otis,James Warren,1787-02-06
4923,James White,Samuel Johnston,1787-02-11
4924,Joseph Piatt Cooke,Jeremiah Wadsworth,1787-02-13
4925,Charles Thomson, Several States,1787-02-15
4926,Paine Wingate,John Sullivan,1787-02-16
4927,Cyrus Griffin,Thomas FitzSimons,1787-02-18
4928,James Madison,Thomas Jefferson,1787-02-19
4929, South Carolina Delegates,Thomas Pinckney,1787-02-19
4930,Charles Thomson,Rufus King,1787-02-24
4931,Samuel Alleyne Otis,James Warren,1787-02-27
4932, Pennsylvania Delegates,Peter Muhlenberg,1787-02-28
4933,Charles Thomson,Richard Winn,1787-03-01
4934, Pennsylvania Delegates,Benjamin Franklin,1787-03-02
4935,Cyrus Griffin,Thomas FitzSimons,1787-03-03
4936,James Madison,Edmund Randolph,1787-03-03
4937,Nicholas Gilman,John Langdon,1787-03-06
4938,Nathan Dane,Samuel Holten,1787-03-15
4939,Cyrus Griffin,James Madison,1787-03-17
4940,William Irvine,Thomas FitzSimons,1787-03-17
4941,Nicholas Gilman,John Sullivan,1787-03-22
4942,Nicholas Gilman,John Sullivan,1787-03-23
4943, Virginia Delegates,Edmund Randolph,1787-03-23
4944,Cyrus Griffin,James Madison,1787-03-24
4945,Pierpont Edwards,Jeremiah Wadsworth,1787-03-26
4946,Paine Wingate,Timothy Pickering,1787-03-29
4947,Pierpont Edwards,Jeremiah Wadsworth,1787-03-31
4948,Abraham Baldwin,Joseph Clay,1787-03-31
4949, Virginia Delegates,Edmund Randolph,1787-04-03
4950,Samuel Alleyne Otis,George Thatcher,1787-04-06
4951,Cyrus Griffin,James Madison,1787-04-07
4952,James Madison,George Nicholas,1787-04-08
4953,John Brown,James Madison,1787-04-09
4954,Charles Thomson,Arthur St. Clair,1787-04-11
4955,Paine Wingate,Samuel Lane,1787-04-12
4956,Samuel Alleyne Otis,George Thatcher,1787-04-13
4957,Cyrus Griffin,James Madison,1787-04-14
4958,Cyrus Griffin,Samuel Johnston,1787-04-14
4959,Charles Pettit,Benjamin Franklin,1787-04-14
4960,Charles Thomson,James McHenry,1787-04-19
4961,Nicholas Gilman,John Sullivan,1787-04-19
4962,Nathan Dane,George Thatcher,1787-04-20
4963, Virginia Delegates,William Heth,1787-04-20
4964,Abraham Baldwin,Thomas Jefferson,1787-04-20
4965,James White,Samuel Johnston,1787-04-21
4966,Paine Wingate,John Sullivan,1787-04-23
4967,George Thatcher,Pierse Long,1787-04-23
4968,Edward Carrington,Thomas Jefferson,1787-04-24
4969,Cyrus Griffin,James Madison,1787-04-28
4970,Cyrus Griffin,Thomas FitzSimons,1787-04-30
4971,Charles Thomson,John Collins,1787-05-03
4972,Paine Wingate,John Sullivan,1787-05-03
4973,Cyrus Griffin,James Madison,1787-05-05
4974,James Randolph Reid,Peter Muhlenberg,1787-05-05
4975,Samuel Alleyne Otis,Benjamin Lincoln,1787-05-08
4976, Virginia Delegates,Edmund Randolph,1787-05-08
4977, President of Congress (Cyrus Griffin),Samuel Johnston,1787-05-08
4978,Cyrus Griffin,James Madison,1787-05-12
4979,Charles Thomson, Several States,1787-05-12
4980,John Brown,James Madison,1787-05-12
4981,James Madison,George Nicholas,1787-05-17
4982,Samuel Alleyne Otis,George Thatcher,1787-05-18
4983,Cyrus Griffin,James Madison,1787-05-19
4984,Cyrus Griffin,Thomas FitzSimons,1787-05-26
4985,Cyrus Griffin,James Madison,1787-05-26
4986,Hugh Williamson,Samuel Johnston,1787-05-26
4987, Massachusetts Delegates,John Hancock,1787-05-27
4988,Edward Carrington,James Madison,1787-05-28
4989,James Randolph Reid,William Irvine,1787-05-30
4990,John Armstrong jr.,to Horatio Gates,1787-05-30
4991,Hugh Williamson,Samuel Johnston,1787-05-30
4992,Edward Carrington,James Madison,1787-05-31
4993,Paine Wingate,Samuel I-ane,1787-06-02
4994,Hugh Williamson,James Madison,1787-06-02
4995,Hugh Williamson,John Gray Blount,1787-06-03
4996, Rhode Island Delegates,John Collins,1787-06-05
4997, Rhode Island Delegates,John Collins,1787-06-06
4998, Pennsylvania Delegates,Benjamin Franklin,1787-06-06
4999,John Brown,James Madison,1787-06-07
5000,Edward Carrington,Edmund Randolph,1787-06-09
5001,Edward Carrington,Thomas Jefferson,1787-06-09
5002,Charles Thomson,George Maws,1787-06-10
5003,Hugh Williamson,James Iredell,1787-06-11
5004,Edward Carrington,James Wilson,1787-06-17
5005,Abraham Baldwin,Ebenezer Hazard,1787-06-17
5006,William Bingham,John Nicholson,1787-06-18
5007,Edward Carrington,Edmund Randolph,1787-06-19
5008,Nathaniel Gorham,Nathan Dane,1787-06-23
5009,Edward Carrington,Edmund Randolph,1787-06-25
5010,Edward Carrington,James Madison,1787-06-25
5011,John Brown,Archibald Stuart,1787-06-25
5012,Paine Wingate,Samuel Lane,1787-06-26
5013, New Hampshire Delegates,John Langdon,1787-07-02
5014,Charles Thomson,Samuel McDowell,1787-07-03
5015,odore Sedgwick,Nathan Dane,1787-07-03
5016, Pennsylvania Delegates,John Nicholson,1787-07-07
5017, Pennsylvania Delegates, Board of Treasury,1787-07-07
5018,John Swann,James Iredell,1787-07-07
5019,Peleg Arnold,Welcome Arnold,1787-07-11
5020,James Madison,Edmund Randolph,1787-07-16
5021,Charles Thomson,George Handley,1787-07-17
5022,Paine Wingate,John Pickering,1787-07-17
5023,Samuel Alleyne Otis,George Thatcher,1787-07-17
5024,James Madison,George Washington,1787-07-21
5025,Abraham Clark,Thomas Sinnickson,1787-07-23
5026, Virginia Delegates,Edmund Randolph,1787-07-25
5027,Paine Wingate,John Langdon,1787-07-26
5028,Hugh Williamson,James Iredell,1787-07-26
5029,Hugh Williamson,James Iredell,1787-07-26
5030, North Carolina Delegates,Samuel Johnston,1787-07-27
5031, Pennsylvania Delegates,Benjamin Franklin,1787-07-28
5032,William Irvine,William Alexander,1787-07-28
5033,Paine Wingate,Samuel Lane,1787-07-29
5034,James Madison,Tench Coxe,1787-07-30
5035,Paine Wingate,John Pickering,1787-07-31
5036,James Madison,Edmund Randolph,1787-08-02
5037,William Bingham,Thomas Willing,1787-08-07
5038,James Madison,Thomas Jefferson,1787-08-10
5039,Edward Carrington,Thomas Jefferson,1787-08-10
5040,John Brown,Thomas Jefferson,1787-08-10
5041,Henry Lee,Richard Henry Lee,1787-08-10
5042, Pennsylvania Delegates,Peter Muhlenberg,1787-08-11
5043,James Madison,Edmund Randolph,1787-08-11
5044,James Madison,George Washington,1787-08-11
5045,Jeremiah Wadsworth,Andrew Huntington,1787-08-12
5046,Charles Thomson, Postmaster at Philadelphia,1787-08-15
5047, South Carolina Delegates,Thomas Pinckney,1787-08-16
5048,Paine Wingate,Timothy Pickering,1787-08-18
5049,James Madison,James Madison sr.,1787-08-20
5050,James Madison,Thomas Jefferson,1787-08-23
5051,Hugh Williamson,James Iredell,1787-08-23
5052,James Madison,George Washington,1787-08-24
5053,Charles Thomson,Arthur St. Clair,1787-09-01
5054,Hugh Williamson,Samuel Johnston,1787-09-01
5055,Charles Thomson,Samuel Johnston,1787-09-04
